出表日期,報告年度,公司代號,公司名稱,資訊外洩事件數量,與個資相關的資訊外洩事件占比,因資訊外洩事件而受影響的顧客數(人),date
1150513,113,2939,永邑-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2945,三商家購,0,0.00%,0,2026-05-15
1150513,113,3004,豐達科,0,0.00%,0,2026-05-15
1150513,113,3005,神基,0,0.00%,0,2026-05-15
1150513,113,3006,晶豪科,0,0.00%,0,2026-05-15
1150513,113,3010,華立,0,0.00%,0,2026-05-15
1150513,113,3011,今皓,0,0.00%,0,2026-05-15
1150513,113,3013,晟銘電,0,0.00%,0,2026-05-15
1150513,113,3014,聯陽,0,0.00%,0,2026-05-15
1150513,113,3015,全漢,0,0.00%,0,2026-05-15
1150513,113,3016,嘉晶,0,0.00%,0,2026-05-15
1150513,113,3017,奇鋐,0,0.00%,0,2026-05-15
1150513,113,3019,亞光,0,0.00%,0,2026-05-15
1150513,113,3022,威強電,0,0.00%,0,2026-05-15
1150513,113,3023,信邦,0,0.00%,0,2026-05-15
1150513,113,3026,禾伸堂,0,0.00%,0,2026-05-15
1150513,113,3027,盛達,0,0.00%,0,2026-05-15
1150513,113,3028,增你強,N/A,N/A,N/A,2026-05-15
1150513,113,3031,佰鴻,0,0.00%,0,2026-05-15
1150513,113,3032,偉訓,N/A,N/A,N/A,2026-05-15
1150513,113,3033,威健,N/A,N/A,N/A,2026-05-15
1150513,113,3034,聯詠,0,0.00%,0,2026-05-15
1150513,113,3035,智原,0,0.00%,0,2026-05-15
1150513,113,3036,文曄,0,0.00%,0,2026-05-15
1150513,113,3037,欣興,0,0.00%,0,2026-05-15
1150513,113,3040,遠見,N/A,N/A,N/A,2026-05-15
1150513,113,3041,揚智,0,0.00%,0,2026-05-15
1150513,113,3042,晶技,0,0.00%,0,2026-05-15
1150513,113,3045,台灣大,0,0.00%,0,2026-05-15
1150513,113,3046,建碁,0,0.00%,0,2026-05-15
1150513,113,3047,訊舟,0,0.00%,0,2026-05-15
1150513,113,3049,精金,0,0.00%,0,2026-05-15
1150513,113,3050,鈺德,0,0.00%,N/A,2026-05-15
1150513,113,3051,力特,0,0.00%,0,2026-05-15
1150513,113,3056,富華新,N/A,N/A,N/A,2026-05-15
1150513,113,3058,立德,0,0.00%,0,2026-05-15
1150513,113,3059,華晶科,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,N/A,N/A,N/A,2026-05-15
1150513,113,3062,建漢,0,0.00%,0,2026-05-15
1150513,113,3090,日電貿,0,0.00%,0,2026-05-15
1150513,113,3094,聯傑,N/A,N/A,N/A,2026-05-15
1150513,113,3130,一零四,N/A,N/A,N/A,2026-05-15
1150513,113,3149,正達,0,0.00%,0,2026-05-15
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,N/A,2026-05-15
1150513,113,3168,眾福科,0,0.00%,0,2026-05-15
1150513,113,3189,景碩,N/A,N/A,N/A,2026-05-15
1150513,113,3229,晟鈦,N/A,N/A,N/A,2026-05-15
1150513,113,3231,緯創,N/A,N/A,N/A,2026-05-15
1150513,113,3266,昇陽,0,0.00%,0,2026-05-15
1150513,113,3305,昇貿,0,0.00%,0,2026-05-15
1150513,113,3308,聯德,0,0.00%,0,2026-05-15
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-15
1150513,113,3338,泰碩,0,0.00%,0,2026-05-15
1150513,113,3346,麗清,0,0.00%,0,2026-05-15
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-15
1150513,113,3376,新日興,0,0.00%,0,2026-05-15
1150513,113,3380,明泰,0,0.00%,0,2026-05-15
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,0,0.00%,0,2026-05-15
1150513,113,3416,融程電,0,0.00%,0,2026-05-15
1150513,113,3419,譁裕,0,0.00%,0,2026-05-15
1150513,113,3432,台端,0,0.00%,0,2026-05-15
1150513,113,3437,榮創,0,0.00%,0,2026-05-15
