出表日期,公司代號,公司名稱,股東常(臨時)會日期-常或臨時,股東常(臨時)會日期-日期,是否選任董監事,董監事選任方式,是否採候選人提名制選任董監事,採候選人提名制選任董監事相關公告-提名受理期間,提名受理處所,候選人類別,候選人姓名,是否當選,date
1150514,1104,環泥,常會,1150526,是,累積投票制,是,1150320~1150330,台北市南京東路二段125號10樓(本公司管理部股務課),獨立董事,顏鴻傑,,2026-05-15
1150514,1104,環泥,常會,1150526,是,累積投票制,是,1150320~1150330,台北市南京東路二段125號10樓(本公司管理部股務課),獨立董事,蘇&#33398;雪,,2026-05-15
1150514,1104,環泥,常會,1150526,是,累積投票制,是,1150320~1150330,台北市南京東路二段125號10樓(本公司管理部股務課),獨立董事,何奕達,,2026-05-15
1150514,1104,環泥,常會,1150526,是,累積投票制,是,1150320~1150330,台北市南京東路二段125號10樓(本公司管理部股務課),獨立董事,詹益仁,,2026-05-15
1150514,1108,幸福,常會,1150629,否,累積投票制,,,,,,,2026-05-15
1150514,1109,信大,常會,1150616,否,累積投票制,,,,,,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,陳敏斷,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,陳冠華,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,吳炎輝,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,黃薪翰,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,蘇炳章,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,鐘淑芳,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,鄭力翔,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,董事,林怡伶,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,獨立董事,辛純浩,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,獨立董事,周光宙,,2026-05-15
1150514,1110,東泥,常會,1150618,是,累積投票制,是,1150411~1150421,受理處所：東南水泥股份有限公司財務部，住址：高雄市前金區五福三路21號6樓，電話：(07)2711121。,獨立董事,莊玉昕,,2026-05-15
1150514,1201,味全,常會,1150623,否,累積投票制,,,,,,,2026-05-15
1150514,1203,味王,常會,1150624,否,累積投票制,,,,,,,2026-05-15
1150514,1210,大成,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,1213,大飲,常會,1150609,否,累積投票制,,,,,,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),董事,林竹雄,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),董事,許瑞通,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),董事,李顯財,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),董事,盧岳勝,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),董事,鄭武樾,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),獨立董事,李燕松,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),獨立董事,方嘉男,,2026-05-15
1150514,1215,卜蜂,常會,1150527,是,累積投票制,是,1150313~1150326,台灣卜蜂企業股份有限公司股務室(台北市中山區松江路87號17樓，電話：02-25077071)。(例假日除外),獨立董事,吳燕秋,,2026-05-15
1150514,1216,統一,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,1217,愛之味,常會,1150626,否,累積投票制,,,,,,,2026-05-15
1150514,1218,泰山,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,洪堯昆,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,蕭明珠,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,洪堯俊,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,洪堯智,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,洪春霖,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),董事,洪薔茗,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),獨立董事,余 碧,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),獨立董事,方鳴濤,,2026-05-15
1150514,1219,福壽,常會,1150521,是,累積投票制,是,1150309~1150318,福壽實業股份有限公司 財務課 ，台中市沙鹿區沙田路45號，電話04-26362111 #386),獨立董事,黃志弘,,2026-05-15
1150514,1220,台榮,常會,1150624,否,累積投票制,,,,,,,2026-05-15
1150514,1225,福懋油,常會,1150626,是,累積投票制,是,1150424~1150504,福懋油脂股份有限公司  (台中市大肚區沙田路一段453號),獨立董事,陳思合,,2026-05-15
1150514,1225,福懋油,常會,1150626,是,累積投票制,是,1150424~1150504,福懋油脂股份有限公司  (台中市大肚區沙田路一段453號),獨立董事,黃識頻,不適用,2026-05-15
1150514,1227,佳格,常會,1150617,否,累積投票制,,,,,,,2026-05-15
1150514,1229,聯華,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,1231,聯華食,常會,1150624,否,累積投票制,,,,,,,2026-05-15
1150514,1232,大統益,常會,1150522,否,累積投票制,,,,,,,2026-05-15
1150514,1233,天仁,常會,1150609,否,累積投票制,,,,,,,2026-05-15
1150514,1234,黑松,常會,1150609,否,累積投票制,,,,,,,2026-05-15
1150514,1235,興泰,常會,1150629,否,累積投票制,,,,,,,2026-05-15
1150514,1236,宏亞,常會,1150617,否,累積投票制,,,,,,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,董事,黃薰毅,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,董事,劉玄哲,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,董事,黃國晃,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,董事,林麗玲,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,董事,吳明憲,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,獨立董事,林鳳儀,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,獨立董事,陳勇龍,,2026-05-15
1150514,1256,鮮活果汁-KY,常會,1150527,是,累積投票制,是,1150406~1150415,鮮活控股股份有限公司（訴訟代理人：黃薰毅先生，地址：台北市基隆路二段190號2樓之一）,獨立董事,艾群,,2026-05-15
1150514,1301,台塑,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,1303,南亞,常會,1150529,是,累積投票制,是,1150330~1150408,本公司股務組(114030台北市內湖區南京東路六段 380號10樓，電話:02-2718-9898)。,獨立董事,呂正華,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,董事,吳亦圭,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,董事,吳培基,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,董事,畢淑蒨,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,董事,余文琮,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,董事,吳洪霆,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,獨立董事,陳(二中)(發音ㄔㄨㄥ),,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,獨立董事,杜紫軍,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,獨立董事,海英俊,,2026-05-15
1150514,1304,台聚,常會,1150529,是,累積投票制,是,1150321~1150331,本公司董事會秘書室（台北市內湖區基湖路39號8樓）,獨立董事,陳聖德,,2026-05-15
1150514,1305,華夏,常會,1150526,否,累積投票制,,,,,,,2026-05-15
1150514,1307,三芳,常會,1150609,否,累積投票制,,,,,,,2026-05-15
1150514,1308,亞聚,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,1309,台達化,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,1310,台苯,常會,1150525,否,累積投票制,,,,,,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,董事,"邱德馨
(女性)",,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,董事,曾嘉雄,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,董事,田振慶,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,董事,周鉦凱,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,獨立董事,陳慕賢,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,獨立董事,謝志鴻,,2026-05-15
1150514,1312,國喬,常會,1150529,是,累積投票制,是,1150324~1150402,臺北市松山區敦化北路135號8樓，國喬石油化學股份有限公司總管理處；電話：02-21754567。,獨立董事,陳政任,,2026-05-15
1150514,1313,聯成,常會,1150526,否,累積投票制,,,,,,,2026-05-15
1150514,1314,中石化,常會,1150522,否,累積投票制,,,,,,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,吳子聰,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,胡伯毅,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,胡(木百)墩,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,胡(木百)聰,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,柳萬成,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),董事,賴耿民,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),獨立董事,楊國樞,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),獨立董事,楊姬碧,,2026-05-15
1150514,1315,達新,常會,1150626,是,累積投票制,是,1150413~1150423,達新工業股份有限公司財務部股務課（台中市西屯區工業35路51號),獨立董事,林克武,,2026-05-15
1150514,1316,上曜,常會,1150624,否,累積投票制,,,,,,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,董事,吳永茂,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,董事,吳永豐,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,董事,吳永祥,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,董事,黃三良,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,獨立董事,陳玲珠,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,獨立董事,洪曉萍,,2026-05-15
1150514,1319,東陽,常會,1150617,是,累積投票制,是,1150313~1150323,本公司財務管理事業本部 (地址：709台南市安南區安和路二段98號 .電話：(06)-3560511,獨立董事,吳淑珍,,2026-05-15
1150514,1321,大洋,常會,1150604,否,累積投票制,,,,,,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,王威程,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,郭同傑,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,郭錦添,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,蔡崇誠,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,陳建佑,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,蔡正得,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,蘇盟欽,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,王奕仁,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),董事,吳榮鋒,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),獨立董事,王璿豪,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),獨立董事,楊王淑賢,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),獨立董事,侯春茹,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),獨立董事,王清風,,2026-05-15
1150514,1323,永裕,常會,1150601,是,累積投票制,是,1150331~1150410,永裕塑膠工業股份有限公司(台南市仁德區新田里勝利路88號),獨立董事,王永昇,,2026-05-15
1150514,1324,地球,常會,1150611,否,累積投票制,,,,,,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,董事,黃美慧,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,董事,林  華,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,董事,高清海,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,獨立董事,吳正明,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,獨立董事,張金蓮,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,獨立董事,臧明倫,,2026-05-15
1150514,1325,恆大,常會,1150626,是,累積投票制,是,1150413~1150423,恒大股份有限公司總經理室文書組(地址：台北巿林森北路372號10樓 ，電話：(02)25119161)。,獨立董事,盧輝煌,,2026-05-15
1150514,1326,台化,常會,1150527,否,累積投票制,,,,,,,2026-05-15
1150514,1337,再生-KY,常會,1150612,否,累積投票制,,,,,,,2026-05-15
1150514,1338,廣華-KY,常會,1150522,否,累積投票制,,,,,,,2026-05-15
1150514,1339,昭輝,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,1340,勝悅-KY,常會,1150608,否,累積投票制,,,,,,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),董事,王源林,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),董事,陳肇隆,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),獨立董事,王金山,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),獨立董事,蔡憲唐,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),獨立董事,李宏文,,2026-05-15
1150514,1341,富林-KY,常會,1150529,是,累積投票制,是,1150316~1150326,富林塑膠工業(開曼)控股股份有限公司(高雄市苓雅區新光路38號19樓之一),獨立董事,蘇秋霞,,2026-05-15
1150514,1342,八貫,常會,1150514,否,累積投票制,,,,,,,2026-05-15
1150514,1402,遠東新,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,吳東昇,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,吳昕杰,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,林世棻,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,吳昕恩,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,洪士鈞,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,邱鏡淳,,2026-05-15
1150514,1409,新纖,常會,1150528,是,累積投票制,是,1150130~1150209,新光合成纖維股份有限公司董事會祕書室(台北市大安區仁愛路三段136號5樓),董事,施火灶,,2026-05-15
