出表日期,報告年度,公司代號,公司名稱,重大事件之風險管理政策,與使用關鍵材料相關的風險管理之描述,date
1150513,113,4927,泰鼎-KY,N/A,"進貨集中所面臨之風險及因應措施：本公司主要產品為雙層及多層印刷電路板(Printed Circuit Board, PCB)，
主要原料為銅箔基板、膠片及銅箔。本公司與主要原料供應商間均往來多年，除維持良好之合作關係外，對於
主要原料之採購均維持兩家以上之供應商，因此供貨來源尚屬穩定，且未有供貨短缺或中斷致影響生產之情事。",2026-05-15
1150513,113,4934,太極,N/A,"針對太陽能電池片所依賴之關鍵材料（如:矽晶元、銀漿、銅、封裝膜材等），建立以下風險管理策略：
供應風險控管：監控矽料與銀漿等高風險材料之價格與供應穩定性，並推動供應來源多元化，降低區域依賴。
替代與回收導入：導入低銀或替代導電材料技術，並推動封裝材料回收再利用以減輕資源壓力。
合規與供應商管理：確保材料符合環保與無衝突金屬規範，並納入供應商永續評估，提升整體供應鏈韌性。",2026-05-15
1150513,113,4938,和碩,"PureCSR管理委員會藉由每年度舉行的定期會議，請各單位委員及工作小組就環境、社會、公司治理議題，考量發生頻率、衝擊程度以及控制程度，進行公司潛在風險與新興風險的評估及討論，並每年至少一次向董事會報告。
","和碩將關鍵材料定義為衝突礦產，從2012年起即全面導入負責任礦產調查，於盡職調查結束後依據其數據進行風險評估管理，並鼓勵供應商推動對其供應鏈中未列入RMI合格清單中的冶煉廠或精煉廠參加負責任礦產保證計畫，2024年共有1,668家供應商進行負責任礦產調查。
",2026-05-15
1150513,113,4942,嘉彰,N/A,N/A,2026-05-15
1150513,113,4943,康控-KY,N/A,N/A,2026-05-15
1150513,113,4952,凌通,N/A,N/A,2026-05-15
1150513,113,4956,光鋐,N/A,N/A,2026-05-15
1150513,113,4958,臻鼎-KY,"依風險管理政策定義四大風險面向：營運面、策略面、財務面、危害事件面，透過對內外環境分析制定出14大風險因數之控制執行計畫，透過風險辨識、風險評估、風險控制、風險監督等管理行為，掌握各風險之範疇，並運用CAPDCA（Check，Act，Plan，Do，Check，Act）等措施進行日常滾動式管理。
集團2024年度取得第三方機構稽核獲得ISO 31000：2018風險管理證書與COSO ERM符合性報告書，依此進行風險辨識、評估，整體自評為低度風險。衡量風險發生率及嚴重度（低、中、高、極高）結果繪製成風險矩陣圖，依據圖譜結果訂定四大措施包含：1）立即改善因應專案2）提報改善計畫3）設定指標監控4）保持滾動式監管。
經分析2024年管控結果矩陣顯示，各檢測風險項多維持在保持滾動式監管，部份中等風險等級由各事業單位設定監控掌握風險緩減風險衝擊，需設定指標監控之風險項目，持續於2025年度追蹤與回報。",在關鍵原物料部份，臻鼎使用的有金、鈀、錫等，所牽涉的物料有金鹽、鈀鹽／鈀水、銅粉／銅球／銅箔、錫膏／錫球等。針對稀有金屬的使用，整體PCB業界都在努力尋求替代材料或降低使用量，臻鼎在此方面也努力與相關供應商保持密切聯繫，關注未來相關技術應用趨勢；基於品質考量以及受限於目前業界技術水準，短期沒有其它可行的替代金屬，為了增加來源多元性以確保供貨，並基於愛護地球的公司理念，臻鼎已與供應商及客戶共同推動回收金屬的使用。,2026-05-15
1150513,113,4960,誠美材,N/A,"1. 在地採購
2024所有主原材料採購金額中，國外採購约88.5%，國內採購為11.5%。目前持續進行PVA膜、PSA膠、表面處理膜、離型膜的本土供應商開發導入計劃。誠美材料仍然持續開拓國內供應商，並透過技術合作與在地供應商互相成長，每年期望可提升在地採購比率。
2. 環境對應新材料的開發導入 
2024除了持續在製程中降低直接碳排外，並致力於環保綠材料的擴大使用，如PFAS Free保膜/抗靜電劑，Zero VOC表塗，低溶劑/無溶劑PSA，薄型化材料等。不同於以往，2024更在產品開發初期即融入環境化設計方案，從「搖籃到墳墓」整個產品生命週期皆以綠思維來進行。誠美材料一方面積極開拓綠色環保材料的產品應用，同時也強化與上下游供應鏈技術合作，共同提升產業價值與環保意識，為永續經營保護地球貢獻一份心力。
3.永續政策文件規範 
誠美材料於2024導入之供應鏈對於ESG相關的文件簽署率較以往高。
2024年度已完成調查事項如下,
供應商數:原物料8家、副資材71家
不使用衝突礦產:原物料88%、副資材100%
企業社會責任:原物料100%、副資材100%
誠信交易:原物料無調查、副資材100%
4. 關鍵材料相關的風險管理
原物料資源未使用受限之相關材料
5. 除了原物料以外的副資材，以使用較符合環保及對友善環境相關之產品為優先採購。
",2026-05-15
1150513,113,4961,天鈺,https://www.fitipower.com/dl/file/uOiITsXJisCTmHvN,"天鈺為降低關鍵原物料之供應風險，進行採購議價時，我
們依同樣規格、數量、交期、運送條件、付款方式、產品品質、交貨速度等基準下做判斷，而非直接採用「最低單價」選出最佳供應商；我們除與既有廠商維持穩定合作外，亦積極開發優
質具有永續發展理念之新供應商（請參閱「供應商評鑑」章節）以避免獨家供應之風險，藉由每週定期的產銷會議與業務討論未來市況及需求的變化，若有缺料或晶圓廠產能限制時及時進行轉廠及備料準備，並與晶圓廠、光罩製作商等供應商簽訂長期合作契約，確保產能及交期無疑；反之，透過準確掌握客戶回饋及市場趨勢，及時調整庫存水平。",2026-05-15
1150513,113,4967,十銓,N/A,N/A,2026-05-15
1150513,113,4968,立積,為確保立積經營團隊得以積極並具成本效益的方式，整合並管理所有涵蓋營運及獲利可能造成影響之各種策略、營運、財務及危害性等潛在的風險，並強化董事會落實風險管理監督之功能，本公司定有經董事會通過之「風險管理政策與程序」，透過風險 辨識、風險分析、風險評估、風險應變與控制、風險監督之流程，完整進行各項既有風險因子的評估與管理，定期觀察新興風險可能對公司產生的衝擊，以此清楚掌握各風險之範疇，並採行適當措施及資源分配，確保公司妥適管理相關風險。,立積電子將採購金額為高標的原物料定義為關鍵原物料，2024年晶圓占總原物料採購金額的61%，相較於2023年提升10 %，故我們將其視為立積電子的關鍵原物料，；為確保關鍵原物料能夠穩定、持續的供應，在相同類型的晶圓製程（如GaAs/SOI等），皆有導入兩家（含）以上的晶圓代工廠以降低生產風險，避免因突發性氣候災害、缺料、運輸延誤等因素影響產品的生產。,2026-05-15
1150513,113,4976,佳凌,N/A,N/A,2026-05-15
1150513,113,4977,眾達-KY,N/A,N/A,2026-05-15
1150513,113,4989,榮科,N/A,N/A,2026-05-15
1150513,113,4994,傳奇,N/A,N/A,2026-05-15
1150513,113,4999,鑫禾,N/A,N/A,2026-05-15
1150513,113,5007,三星,N/A,N/A,2026-05-15
1150513,113,5203,訊連,N/A,N/A,2026-05-15
1150513,113,5215,科嘉-KY,N/A,N/A,2026-05-15
1150513,113,5222,全訊,N/A,N/A,2026-05-15
1150513,113,5225,東科-KY,為本公司及子公司建立健全之風險管理作業，透過風險意識建立對潛在風險之辨識、評估、控制、監督等流程，落實公司治理、達成永續經營目標，已於2024年12月13日董事會決議通過訂定「風險管理政策與程序」，作為本公司最高指導原則。,本公司有惠陽、越南等2個生產基地，與供應鏈體系進行適度分散，降低風險。,2026-05-15
1150513,113,5234,達興材料,N/A,N/A,2026-05-15
1150513,113,5243,乙盛-KY,N/A,N/A,2026-05-15
1150513,113,5244,弘凱,N/A,N/A,2026-05-15
1150513,113,5269,祥碩,N/A,"衝突礦產政策
祥碩要求供應商不得使用衝突礦產。依據「責任商業聯盟」（Responsible Business Alliance, RBA）、「全球永續議題e 化倡議組織」（Global Enabling Sustainability Initiative, GeSI）以及「無衝突礦產冶煉廠計畫（Conflict-free Smelter Program, CFSP）」對衝突礦產的規範，我們自2021 年起對供應商進行衝突礦產調查，要求全部供應商提出不使用衝突地區物質的保證書，確保產品中所使用的礦料，例如錫、鉭、鎢和金，皆不會直接或間接地為武裝衝突地區帶來獲利或造成嚴重人權侵害事件。2024年，供應商衝突礦產調查問卷的回收率為100％，且調查對象皆符合規定。

不使用有害物質
為了生產對環境更友善的產品，祥碩隨時掌握供應鏈對於歐盟環保指令RoHS 及REACH 法規等相關規範的遵循狀況，不僅及時取得供應商的化驗報告，亦對供應商執行相關事項檢核。所有祥碩合格供應商均應符合禁用有害物質的要求，祥碩亦提供客戶不使用有害物質聲明書，承諾產品生產一律使用經環保規格認證之安全材料與零件，符合如RoHS、PFOS、Halogen Free、REACH SVHC 之標準。",2026-05-15
1150513,113,5284,jpp-KY,N/A,N/A,2026-05-15
1150513,113,5285,界霖,1.管理階層就企業風險種類及發生機率大小進行評估。2.重要財務活動須經董事會依相關規範及內部控制制度進行覆核。3.進行跨組織的風險溝通並採行符合成本效益的風險控制方案。4.各部門就相關風險提出分析及建議方案，經層峰核准後採取對策。5.就各項風險採取必要之監控措施。,1.與相關供應商簽訂供料合約穩定料源。2.向不同供應商採購原物料，確保原物供應穩定度。3.本公司依需求數量下單備料，不囤積原料，降低原料價格波動之營運風險。,2026-05-15
1150513,113,5288,豐祥-KY,N/A,N/A,2026-05-15
1150513,113,5306,桂盟,N/A,N/A,2026-05-15
1150513,113,5388,中磊,中磊於2020年經董事會決議訂定《風險管理政策與程序》做為公司風險管理之最高指導原則，以全面性風險管理框架，確保組織風險的全員控管與即時溝通。該框架指派各風險管理單位負責二級控制，要求精準實施風險政策，優化資源分配於風險緩解措施。面對風險時，發展應對策略與恢復計畫，並視需要諮詢外部專家意見，經經營管理委員會同意後修訂相關內部規範。公司依重要性原則識別涵蓋策略、營運、財務及事件等風險領域，旨在最小化潛在損失。,"於上游端，我們要求供應商交付的產品，無論為生產相關主料或輔料之原材料100% 符合禁限用物質相關國際法令；於自身營運階段，就禁限用物質進行進料抽測檢驗，再次確保產品符合法規，降低環境負面衝擊風險。
責任礦產部分，中磊訂有「責任礦產管控辦法」，承諾不使用衝突礦產，每年依據國際性指南執行盡職調查確保相關金屬非來自非法區域。",2026-05-15
1150513,113,5469,瀚宇博,N/A,"1.分散供應來源。
2.長期穩定配合。
3.簽訂採購合約。
4.垂直整合集團開發/統購。
5.異業結盟共同開發。",2026-05-15
1150513,113,5471,松翰,N/A,N/A,2026-05-15
1150513,113,5484,慧友,N/A,N/A,2026-05-15
1150513,113,5519,隆大,N/A,N/A,2026-05-15
1150513,113,5522,遠雄,N/A,N/A,2026-05-15
1150513,113,5525,順天,本公司為提升經營績效，不僅要求同仁做好日常業務控管，還實施了目標及風險管理措施。在制度和流程方面，我們根據風險的不同層級和影響層面進行分類，並跟踪各個部門的風險執行狀況以及改善策略的實施情況。這些改善策略由相關部門進行檢討和評估，以制定應對風險的措施。我們重視事前分析並採取預防措施，有效減少各種風險對企業的影響，避免損失。我們要求各部門盤點營運過程中可能面臨的各種風險，並針對性的制定應對計劃和措施，確保公司的經營活動能夠順利進行並達成既定目標。,"1.	變更材料使用環保材質且可回收。
2.	導入綠建築及智慧宅設計用以節能控制。",2026-05-15
1150513,113,5533,皇鼎,N/A,N/A,2026-05-15
1150513,113,5534,長虹,本公司董事會為最高治理單位，在審計委員會支持下，監督經濟、環境與社會表現及風險管理，並於決策時綜合考量ESG因素與利害關係人意見。公司設有公司治理長，協助董事會運作並確保法規遵循。各部門依職責執行ESG措施，並定期回報進度。為強化永續承諾，成立永續發展委員會，由董事長擔任主席，設立專責小組推動相關行動，各小組由相應部門的主管領導，執行ESG（環境、社會與治理）相關行動。,""" 在土地開發及規劃建築時，依照不同地域、地質、地形，研擬更好的作為，進一步加強友善環
境之建築，提供更好的服務。
● 嚴格控管施工品質。
● 採用高等級環保建材。""",2026-05-15
1150513,113,5546,永固-KY,N/A,N/A,2026-05-15
1150513,113,5607,遠雄港,N/A,N/A,2026-05-15
1150513,113,5608,四維航,"四維航業詳列海運業面對之機會與風險項目，針對各類機會、風險責成各相關部門就其工作範圍，掌握利基並採取各項因應策略與行動；船舶營運相關風險，則以國際安全管理(ISM)相關政策及程序辦理。

董事會為本公司風險管理議案最高指導單位，本公司2023年推動導入風險管理專案，並設置專責的「風險管理小組」，以系統化的方式，全面掌握、整合各項風險管理議題。

根據本公司訂定之「風險管理政策及程序」，節錄如下：

●風險治理
為建置完善的風險治理與管理架構，本公司透過董事會、審計委員會及高階管理階層的參與，使風險管理與公司之策略、目標產生連結，定調公司重大風險項目，提升風險辨識結果之全面性、前瞻性與完整性，並向下宣導及展開對應之風險控管與因應，以合理確保公司策略目標之達成。

本公司應推動由上而下的風險管理文化，透過治理單位與高階管理階層明確的風險管理聲明與承諾、設置並支持風險管理單位、提供全體員工風險管理相關專業訓練等方式，將風險管理意識融入至日常決策及營運活動中，形塑全方位的企業風險管理文化。

本公司之風險治理與管理單位應重視與支持風險管理，提供適切資源使其有效運作，並對風險管理有效運作負責。

●風險監督與審查
經風險評估作業評估之重大風險，權責部門應予監督風險變動趨勢。

風險管理小組每季應召開風險管理會議，由各權責人員報告風險回應方案執行情形、風險趨勢及因應對策等，並做成紀錄，經風險管理小組召集人審查後做為後續作業之依據。

風險管理推動相關會議紀錄應予存查，並擇要彙整至風險管理相關報告中。",N/A,2026-05-15
1150513,113,5706,鳳凰,"鳳凰旅遊永續發展委員會透過ESG 重大性原則，以線上問卷方式鑑別
出與公司營運相關的環境、人權與治理經濟面向的重大主題，針對重大主
題可能對鳳凰旅遊造成的負面衝擊提出因應策略，同時公司風險管理架構
是以各權責部門為核心，展開後續風險管控作業，並且每年至少一次向董
事會報告ESG 風險評鑑因應，以及制訂風險管理政策及程序，讓公司治理
單位能進一步監督公司內部控制制度之有效性，並監督公司實際或潛在風
險之控管。",N/A,2026-05-15
1150513,113,5871,中租-KY,"為即時有效處理本公司及子公司危機或緊急事件，訂有危機管理準則，目的以防範危機發生於未然，縮短危機處理時效，降低危機損害程度等，項目分類包括，災害類如火災、水災等，致使員工安全受威脅，或公司資產損壞、減失等，訟爭類如危害公司利益之重大訴訟案件等，資訊類如資訊系統致業務無法執行等，文件類如災害或人為疏失，致使重要資料減失等，財務類如因營運資金短缺等財務風險，影響正常營運，商譽類如對公司不利不實之報導資訊，有損公司信譽形象，或人事類如員工因執行勤務而致、人才大量流失等危機等重大事件或災害，必要時成立危機處理小組，以期迅速弭平事件或恢復營運。

危機管理指揮中心由董事長擔任總指揮，並督導依危機或緊急事件分類所設置之專責危機小組及相關執行單位，各小組單位皆由副總經理級以上主管擔任。按專責之危機分類，模擬可能遭遇之危機情境，演練各類危機處理程序，並掌各項危機發生之處理進度及呈報結果，定期檢視及修改危機管理機制。",無，不適用,2026-05-15
1150513,113,5880,合庫金,本公司風險管理政策詳見本公司官網\公司治理\相關章則報告\公司治理章則\風險管理政策與指導準則。,"本公司重大事件包括：
1.重大信用風險事件：授信或交易金額達新臺幣5億元以上，且有不良徵兆發生。
2.重大作業風險事件：實際預估損失金額達等值新臺幣100 萬元以上。
(相關減緩措施詳見本公司2024年永續報告書p.65)",2026-05-15
1150513,113,5906,台南-KY,N/A,N/A,2026-05-15
1150513,113,5907,大洋-KY,N/A,N/A,2026-05-15
1150513,113,6024,群益期,N/A,N/A,2026-05-15
1150513,113,6108,競國,N/A,N/A,2026-05-15
1150513,113,6112,邁達特,N/A,N/A,2026-05-15
1150513,113,6115,鎰勝,"本揭露資料涵蓋公司於 113 年 1 月至 113年 12 月間在主要生產據點之永續發展績效表現。風險評估邊界以本公司為主，包含臺灣、中國大陸、越南、美洲等既有據點，並基於與營運本業的攸關性及對重大主題的影響程度，將子公司鎰勝電子(深圳)有限公司及鎰勝電子(昆山)有限公司納入範疇。
永續經營推動小組依據永續報告書之重大性原則進行分析，與內外部利害關係人溝通，並透過檢視國內外研究報告、文獻及整合各部門及子公司評估資料，據以評估具重大性之 ESG 議題，訂定有效辨識、衡量評估、監督及管控之風險管理政策及採取具體之行動方案，以降低相關風險之影響。",N/A,2026-05-15
1150513,113,6116,彩晶,N/A,"在供應鏈風險方面：
因地緣政治導致供應商零組件材料供給吃緊，原物料或短缺零件的遞延交期問題，以及替代物流管道，提高物流運輸成本等風險。本公司透過整合上、下游供應商，增加在地生產與採購、部署多元供應鏈供給、對於經常採購與例行性採購的廠商簽訂長訂單，以及針對重點材料供貨商簽訂合約，以有效應對供應鏈風險。",2026-05-15
1150513,113,6120,達運,"1. 本公司透過永續發展委員會，負責整合全公司風險，並透過業務、各廠區製造單位、研發、安衛管理、財管、資材、品質、人力資源、資訊等單位及法務與稽核之參與，針對公司內外部發生潛在損失的可能性與可能的幅度進行風險認知與鑑別分析，進而達到避免潛在的損失危險、預防損失或降低損失幅度等風險控制，以落實分權分責之風險控制與稽查管理。
2. 針對整體風險的辨析、預防及監控或重大風險管控議題，每年至少一次向董事會進行呈報具體推動計畫與實施成效執行情形，透過董事會的監督與指導，落實防範公司重大風險，以確保公司「計劃、執行、檢查與行動」之管理循環，使運作有效達成風險控管之效益。","1. 達運的供應商管理流程為一個循環機制，分別是遵循準則、風險評估、稽核驗證、持續改善等四大階段，並將ESG管理架構導入流程。
2. 堅決不接受且不使用衝突礦產，並開發衝突礦產管理系統平台，實現數據的長期保存和追溯，藉由系統平台完成材料生產廠之衝突礦產調查，2024年回覆率達100%，調查中未發現有任何違規情形。",2026-05-15
1150513,113,6128,上福,依「風險管理政策與程序」評估對本公司之環境、社會及公司治理之風險程度，並訂定有效辨識、衡量評估、監督及管控的風險管理政策，期能防患未然，降低相關風險之影響及損害。,關鍵材料為晶片與碳粉，上福均備有2個月以上之安全庫存量，並備有關鍵材料第二供應商來源，避免關鍵材料供貨問題。,2026-05-15
1150513,113,6133,金橋,N/A,N/A,2026-05-15
1150513,113,6136,富爾特,N/A,N/A,2026-05-15
1150513,113,6139,亞翔,N/A,請參閱本公司官網:https://www.lkeng.com.tw/risk_management_policy.php,2026-05-15
1150513,113,6141,柏承,N/A,N/A,2026-05-15
1150513,113,6142,友勁,本公司依照「永續發展實務守則」落實公司治理、依相關性鑑別出利害關係者，包含員工、股東、客戶、供應商等並結合重大性分析鑑別出重大性議題。重大性議題可歸類為公司營運相關之經濟面、環境面、社會面及公司治理議題。本公司對此重大議題進行風險評估並訂定相關風險管理政策或策略。,"1. 物料承認採買上依循RoHS--歐盟立法制定的一項強制性標準，它的全稱是《關於限制在電子電器設備中使用某些有害成分的指令》(Restriction of Hazardous Substances)、及REACH是一個涉及化學品註冊、評估、授權和限制的歐洲社區安全法規等國際規範，對於材料組成後的產品依循RoHS、REACH提供報告給客戶，以管制產品中所含的環境有害物質成分的使用不會過量。
2.    從供應商所購入的生產用料均會審核由供應商出具該材料含有害物質的報告作為材料承認必要的文件，對於不符合RoHS/REACH的材料會予以退件禁用。
",2026-05-15
1150513,113,6152,百一,N/A,N/A,2026-05-15
1150513,113,6153,嘉聯益,N/A,關鍵材料主要為銅箔基板、PI保護膜、化學藥水及電子零件。對關鍵材料供應商策略為分散供應來源、兩家以上供應、增加國內採購比重、與國內外具有優良品質信譽之廠商長期配合。且定期和供應商交流市場供需情況並維持良好互信的關係。,2026-05-15
1150513,113,6165,浪凡,訂立於中華民國一一三年十一月十二日，經董事會通過後實施,N/A,2026-05-15
1150513,113,6166,凌華,N/A,為降低關鍵物料供應短缺風險，以強化互替料性資料庫為主，並建立首選供應商名單，另依物料取得難易建立風險等級等，以確保供應及品質穩定。,2026-05-15
1150513,113,6168,宏齊,為達成公司願景，成為永續經營的幸福產業，針對可能影響公司營運或是獲利的風險源進行辨識與管控。當發現潛在風險因子，依照風險管理程序進行，風險的定義、測量、評估並展開應對風險的策略與方法。管控風險與降低影響和損失，達到公司能夠接受的程度。,關鍵原物料除了備有安全庫存外，大多不只一家供應商供應，如遇緊急狀可以大大的降低風險。,2026-05-15
1150513,113,6176,瑞儀,N/A,"瑞儀光電針對關鍵材料鑑別風險，盤點出的關鍵材料有 PMMA 塑膠粒、菱鏡片、LED、LED 組、LED 燈板、金屬件、塑膠件等，瑞儀光電擬定考慮營運風險，提前規劃因應措施，以應對關鍵物料中斷之情事。
1. 供應商原料短缺：備妥原料安全庫存；規劃兩家以上原料供應商
2. 供應商告知材料即將停產，而無法持續供貨：要求廠商提前備料；與研發單位討論替代材料；針對新材料進行驗證
3.供應商不可抗力因素如風災、火災，而暫無法供貨：清查庫存訂定緊急應變計畫；協商供應商進行移線生產；評估新廠商進行驗證",2026-05-15
1150513,113,6177,達麗,"1.建築廢棄物：公司遵循環境廢棄物相關法規，並推動以下管理措施：
(1)督導各工地專案落實環境維護及現場清潔
(2)減少重複採購，推行資材控管與剩料再利用
(3)施行垃圾分類及現場教育訓練
(4)委由具資格之廢棄物清運廠商執行回收與再利用作業
(5)定期稽查落實情形，確保管理制度有效執行，減少對經濟、社會與環境的綜合衝擊

2.環境保護及永續生態：
(1)配合國家淨零目標，推動符合綠建築標章與智慧節能系統之設計與施工
(2)優先採用低碳建材與高效能機電設備
(3)逐步建置溫室氣體盤查，掌握碳排來源與趨勢，預備進行減量管理
(4)持續導入創新工法以減廢降耗、提高能源利用效率

3.職業安全衛生：
(1)本公司設置職業安全衛生工作小組，負責督導各工地勞安執行情形，並定期實施工地巡檢。
(2)持續辦理安衛教育訓練，提升員工危機應變與自主管理能力。
(3)強化職安通報與即時改善機制，並要求承攬商遵守相同標準，共同維護工地安全。

4.客戶永續衝擊管理：
(1)建立完善的工作規範與品質標準作業程序
(2)全程品質監控與施工查驗機制，確保交付成果安全穩定
(3)成立專責技術服務團隊，回應客戶需求並提供即時解決方案
(4)持續強化售後服務能量，落實「不中斷服務」的承諾
(5)並透過收集客戶滿意度與回饋，作為品質改善依據

5.經濟績效與利潤：
(1)穩健經營與成本管理，提升整體營運效率
(2)建立多元營收來源與市場風險因應策略，強化抗波動能力
(3)強化企業治理透明度，定期向投資人揭露財務與經營績效
(4)與供應夥伴維持良好合作關係，確保價值鏈穩定性

6.資訊安全管理：
(1)訂定公司資訊安全政策，涵蓋網路存取、資料儲存、裝置管理等項目
(2)定期執行資安稽核與弱點掃描，提升風險偵測能力
(3)建置備援與資安事件應變計畫，降低資安事故衝擊
(4)針對員工進行資訊安全教育訓練，強化資安防護意識
(5)與IT服務供應商共同維護系統穩定與資料保護標準

7.市場風險（景氣波動與政策變動影響）：
(1)調整產品結構，強化市場區域選址與產品定位，提升產品競爭力
(2)強化品牌信任度與售後服務體系，穩固客戶黏著與市場口碑
(3)於財務面管控投資節奏，以維持穩健營運與風險彈性
(4)持續追蹤政府不動產政策動向，靈活調整開發計畫與推案節奏
(5)多元區域與產品布局，降低單一市場過度曝險之風險","1.土地：積極開發尋求適當地區，且配合政府各項公共工程建設，在大
台北地區及全台各都會區尋找適當土地，並視實際需要與地主
以合建方式合作或參與都市更新開發及捷運聯合開發計劃，以分散風險與提升土地開發彈性。

2.材料（含鋼筋、水泥、建材等）：本公司為節省成本與配合工期安排，材料採購原採自行比價方式進行，以提高採購彈性與效率。為進一步提升整體發包作業之掌控力與彈性運用，已循序漸進導入包工包料或聯合發包模式，使工程材料來源更趨穩定。",2026-05-15
1150513,113,6183,關貿,本公司內部控制及稽核制度涵蓋各項業務之營運活動，各項作業風險之管理依其業務性質訂有「業務持續運作計畫」，由相關單位負責以期有效控制及管理各項風險。公司與子公司嚴格限制資金貸與、背書保證及從事衍生性商品之操作，對子公司亦訂有監理辦法，並確實執行內部控制、內部稽核以達風險控管及防火牆機制。,N/A,2026-05-15
1150513,113,6189,豐藝,N/A,N/A,2026-05-15
1150513,113,6191,精成科,N/A,"1.分散供應來源
2.長期穩定配合
3.簽訂採購合約
4.垂直整合集團開發/統購
5.異業結盟共同開發",2026-05-15
1150513,113,6196,帆宣,N/A,鑑於關鍵原物料對營運穩定性具有重大影響，帆宣集團透過多元化供應來源與備援供應商策略，以降低對單一供應商之依賴，確保供應之穩定與持續性。針對關鍵材料，本集團與供應商簽訂長期採購協議，並定期評估其交貨品質與能力，同時密切掌握市場動態及法規變化，靈活調整採購策略，以強化營運韌性。為確保供應鏈之合規性與永續發展，本集團要求供應商簽署《供應商行為準則》，遵循ESG相關法規與產業標準，並實施供應商考核及風險評估作業，促進整體供應體系之責任治理與穩定運作。,2026-05-15
1150513,113,6197,佳必琪,"無
","無
",2026-05-15
1150513,113,6201,亞弘電,亞弘電已建立風險管理制度，針對天然災害、資安、疫情與法規變動等重大事件，透過風險辨識、分級控管與即時通報機制進行管理，並納入董事會監督與永續治理架構中，確保營運穩定與風險可控。,亞弘電針對電子產品製造所需之關鍵材料（如 PCB、IC、塑膠外殼與金屬件），已建置合格供應商制度，並要求符合 RoHS、REACH 等環保規範。為降低原物料價格波動、稀有材料供應中斷與法規限制所帶來的風險，公司透過多元採購、替代材料開發及與供應商簽訂長期合作合約等方式進行風險控管，並將材料合規納入內部稽核與供應鏈管理機制中,2026-05-15
1150513,113,6202,盛群,"1. 盛群於2023年7月經董事會通過「風險管理政策」，作為公司風險管理之最高指導原則。風險管理範疇涵蓋策略風險、營運風險、財務風險及危害風險等，並透過風險辨識、風險分析與評估、風險應變與控制、風險監控及風險報告等管理程序，擬定危機因應策略並落實執行，以確保公司持續營運、降低風險衝擊，進而達成企業永續發展之目標。
2. 本公司2023年7月成立「風險管理委員會」，隸屬於審計委員會下監督，每年定期召開會議，由各營運單位報告所屬業務之風險管理機制，以確保風險管理方案及控制措施之有效性。主任委員至少每年一次向審計委員會報告當年度重大風險項目與因應措施，並依據審計委員會建議修正後，定期向董事會提報風險管理執行成果。",盛群針對供應商於生產過程使用之關鍵材料，若遇特殊狀況，造成關鍵材料斷料風險，盛群己建立替代供應商的管理機制，將供應鏈斷料風險降至最低，以確保訂單交期。,2026-05-15
1150513,113,6206,飛捷,N/A,N/A,2026-05-15
1150513,113,6209,今國光,N/A,N/A,2026-05-15
1150513,113,6213,聯茂,N/A,聯茂建構完整供應鏈管理系統訂有「供應商管理程序」及「承攬商管理作業規範」，依據ISO 9001:2015、ISO 14001:2015、ISO 45001:2018規範品質系統及RBA 7.0版規範要求執行供應商評核程序，對供應商進行分級管理，評核結果將影響採購數量及後續合作與否之依據。所有新供應商應依風險評估程序進行評估，聯茂要求新供應商出具供應商承諾書，承諾其遵循商業道德、勞動人權、不採用非法開採之原物料、禁用有害物質與不侵犯專利及智慧財產權等，權責單位採量化指標評估供應商風險並進行書面審查或實地評鑑，作為供應商篩選基準，若未達合格標準則限期改善，完成缺失改善後才可正式納入合格供應商之列。,2026-05-15
1150513,113,6214,精誠,N/A,N/A,2026-05-15
1150513,113,6224,聚鼎,N/A,N/A,2026-05-15
1150513,113,6226,光鼎,N/A,N/A,2026-05-15
1150513,113,6230,尼得科超眾,本公司針對重大事件之風險管理，現行以執行長室為運作核心，負責最終判斷、裁決與政策核定。執行長召集高階管理層，依據公司整體策略與內外部環境變化，進行全面性之風險評估與應對方針擬定。在執行層面，各營運及功能單位為其業務範圍內的第一線風險控管者，負責日常業務風險的鑑別、監控與管理。當潛在重大事件發生時，各單位須立即啟動內部應變程序並迅速呈報，再依循執行長室的指導，採取具體應對措施。,"尼得科超眾公司以源頭式管理為原則，建構電子郵件與FTP供應商HSF物質管理伺服區，作為與供應商溝通及佈達規範的資訊平台，向其宣達本公司制定的無有害物質管控規格，助其了解對於無有害物質的管制要求。
同時提交HSF無有害物質檢測資料，確保供應鏈之材料或零件需符合EU RoHS、REACH等國際環保法規要求，並要求簽署承諾書。
供應商也可以從FTP伺服區平台及公司網站的社會責任專區(http://www.ccic.com.tw/csr.php)，了解到本公司推動的綠色環境政策，如溫室氣體盤查、RBA、衝突礦產及教育訓練，藉此宣達綠色供應與綠色消費對環境與材料採購道德的重要性，從而提高其經濟績效和社會可持續發展水準，減少對環境的汙染，達到改善經濟表現、增加競爭力、改善客戶關係和提高品牌形象等方面的效果。
 另本公司持續提升原物料當地化採購比率，並尋求增加主要產品及關鍵零組件替代供應商，以分散風險，確保穩定供料無虞。
",2026-05-15
1150513,113,6235,華孚,N/A,N/A,2026-05-15
