出表日期,報告年度,公司代號,公司名稱,對促進小型企業及社區發展的貸放件數(件),對促進小型企業及社區發展的貸放餘額(仟元),對缺少銀行服務之弱勢族群提供金融教育之參與人數(人),date
1150513,113,2429,銘旺科,N/A,N/A,N/A,2026-05-15
1150513,113,2431,聯昌,N/A,N/A,N/A,2026-05-15
1150513,113,2432,倚天酷碁-創,N/A,N/A,N/A,2026-05-15
1150513,113,2433,互盛電,N/A,N/A,N/A,2026-05-15
1150513,113,2434,統懋,N/A,N/A,N/A,2026-05-15
1150513,113,2436,偉詮電,N/A,N/A,N/A,2026-05-15
1150513,113,2438,翔耀,N/A,N/A,N/A,2026-05-15
1150513,113,2439,美律,N/A,N/A,N/A,2026-05-15
1150513,113,2440,太空梭,N/A,N/A,N/A,2026-05-15
1150513,113,2450,神腦,N/A,N/A,N/A,2026-05-15
1150513,113,2451,創見,N/A,N/A,N/A,2026-05-15
1150513,113,2453,凌群,N/A,N/A,N/A,2026-05-15
1150513,113,2454,聯發科,N/A,N/A,N/A,2026-05-15
1150513,113,2455,全新,N/A,N/A,N/A,2026-05-15
1150513,113,2457,飛宏,N/A,N/A,N/A,2026-05-15
1150513,113,2462,良得電,N/A,N/A,N/A,2026-05-15
1150513,113,2466,冠西電,N/A,N/A,N/A,2026-05-15
1150513,113,2468,華經,0,0.000,0,2026-05-15
1150513,113,2472,立隆電,N/A,N/A,N/A,2026-05-15
1150513,113,2474,可成,N/A,N/A,N/A,2026-05-15
1150513,113,2476,鉅祥,N/A,N/A,N/A,2026-05-15
1150513,113,2478,大毅,N/A,N/A,N/A,2026-05-15
1150513,113,2480,敦陽科,N/A,N/A,N/A,2026-05-15
1150513,113,2482,連宇,N/A,N/A,N/A,2026-05-15
1150513,113,2485,兆赫,N/A,N/A,N/A,2026-05-15
1150513,113,2486,一詮,N/A,N/A,N/A,2026-05-15
1150513,113,2489,瑞軒,N/A,N/A,N/A,2026-05-15
1150513,113,2491,吉祥全,N/A,N/A,N/A,2026-05-15
1150513,113,2492,華新科,N/A,N/A,N/A,2026-05-15
1150513,113,2495,普安,N/A,N/A,N/A,2026-05-15
1150513,113,2497,怡利電,N/A,N/A,N/A,2026-05-15
1150513,113,2498,宏達電,N/A,N/A,N/A,2026-05-15
1150513,113,2501,國建,N/A,N/A,N/A,2026-05-15
1150513,113,2505,國揚,0,0.000,N/A,2026-05-15
1150513,113,2506,太設,N/A,N/A,N/A,2026-05-15
1150513,113,2511,太子,N/A,N/A,N/A,2026-05-15
1150513,113,2514,龍邦,N/A,N/A,N/A,2026-05-15
1150513,113,2524,京城,N/A,N/A,N/A,2026-05-15
1150513,113,2528,皇普,N/A,N/A,N/A,2026-05-15
1150513,113,2530,華建,N/A,N/A,N/A,2026-05-15
1150513,113,2534,宏盛,N/A,N/A,N/A,2026-05-15
1150513,113,2535,達欣工,N/A,N/A,N/A,2026-05-15
1150513,113,2536,宏普,N/A,N/A,N/A,2026-05-15
1150513,113,2537,聯上發,N/A,N/A,N/A,2026-05-15
1150513,113,2543,皇昌,N/A,N/A,N/A,2026-05-15
1150513,113,2546,根基,N/A,N/A,N/A,2026-05-15
1150513,113,2548,華固,N/A,N/A,N/A,2026-05-15
1150513,113,2597,潤弘,N/A,N/A,N/A,2026-05-15
1150513,113,2601,益航,N/A,N/A,N/A,2026-05-15
1150513,113,2603,長榮,N/A,N/A,N/A,2026-05-15
1150513,113,2607,榮運,N/A,N/A,N/A,2026-05-15
1150513,113,2608,嘉里大榮,N/A,N/A,N/A,2026-05-15
1150513,113,2609,陽明,N/A,N/A,N/A,2026-05-15
1150513,113,2610,華航,N/A,N/A,N/A,2026-05-15
1150513,113,2612,中航,N/A,N/A,N/A,2026-05-15
1150513,113,2614,東森,N/A,N/A,N/A,2026-05-15
1150513,113,2616,山隆,N/A,N/A,N/A,2026-05-15
1150513,113,2617,台航,N/A,N/A,N/A,2026-05-15
1150513,113,2618,長榮航,N/A,N/A,N/A,2026-05-15
1150513,113,2630,亞航,N/A,N/A,N/A,2026-05-15
1150513,113,2634,漢翔,N/A,N/A,N/A,2026-05-15
1150513,113,2636,台驊控股,N/A,N/A,N/A,2026-05-15
1150513,113,2637,慧洋-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2642,宅配通,N/A,N/A,N/A,2026-05-15
1150513,113,2646,星宇航空,N/A,N/A,N/A,2026-05-15
1150513,113,2701,萬企,N/A,N/A,N/A,2026-05-15
1150513,113,2702,華園,N/A,N/A,N/A,2026-05-15
1150513,113,2704,國賓,N/A,N/A,N/A,2026-05-15
1150513,113,2705,六福,0,0.000,0,2026-05-15
1150513,113,2706,第一店,0,0.000,0,2026-05-15
1150513,113,2707,晶華,0,0.000,0,2026-05-15
1150513,113,2712,遠雄來,N/A,N/A,N/A,2026-05-15
1150513,113,2722,夏都,0,0.000,0,2026-05-15
1150513,113,2723,美食-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2727,王品,N/A,N/A,N/A,2026-05-15
1150513,113,2739,寒舍,N/A,N/A,N/A,2026-05-15
1150513,113,2753,八方雲集,N/A,N/A,N/A,2026-05-15
1150513,113,2801,彰銀,15,9030.000,9771,2026-05-15
1150513,113,2812,台中銀,16515,145114646.000,2849,2026-05-15
1150513,113,2816,旺旺保,0,0.000,618,2026-05-15
1150513,113,2820,華票,192,1801380.000,18,2026-05-15
1150513,113,2832,台產,N/A,N/A,N/A,2026-05-15
1150513,113,2834,臺企銀,68416,323481657.000,2564,2026-05-15
1150513,113,2836,高雄銀,7681,28727727.000,948,2026-05-15
1150513,113,2838,聯邦銀,17909,149805000.000,1811,2026-05-15
1150513,113,2845,遠東銀,1364,573520000.000,509,2026-05-15
1150513,113,2849,安泰銀,119,34029420.776,40,2026-05-15
1150513,113,2850,新產,0,0.000,559,2026-05-15
1150513,113,2851,中再保,N/A,N/A,1894,2026-05-15
1150513,113,2852,第一保,N/A,N/A,113,2026-05-15
1150513,113,2855,統一證,N/A,N/A,23,2026-05-15
1150513,113,2867,三商壽,0,0.000,545,2026-05-15
1150513,113,2880,華南金,21185,409216460.000,1031,2026-05-15
1150513,113,2881,富邦金,9828,161097351.669,2570,2026-05-15
1150513,113,2882,國泰金,8037,146900000.000,287,2026-05-15
1150513,113,2883,凱基金,432,215800.000,22066,2026-05-15
1150513,113,2884,玉山金,26357,124348159.572,2245662,2026-05-15
1150513,113,2885,元大金,7627,227387936.000,614,2026-05-15
1150513,113,2886,兆豐金,18086,287100000.000,2284,2026-05-15
1150513,113,2887,台新金,16337,328213069.000,70,2026-05-15
1150513,113,2889,國票金,203,19762312.260,148,2026-05-15
1150513,113,2890,永豐金,4071,318539477.730,5822,2026-05-15
1150513,113,2891,中信金,19352,391306840.667,1264,2026-05-15
1150513,113,2892,第一金,43524,666039.000,14298,2026-05-15
1150513,113,2897,王道銀行,421,40615270.000,127,2026-05-15
1150513,113,2903,遠百,N/A,N/A,N/A,2026-05-15
1150513,113,2904,匯僑,N/A,N/A,N/A,2026-05-15
1150513,113,2905,三商,N/A,N/A,N/A,2026-05-15
1150513,113,2906,高林,N/A,N/A,N/A,2026-05-15
1150513,113,2911,麗嬰房,N/A,N/A,N/A,2026-05-15
1150513,113,2915,潤泰全,N/A,N/A,N/A,2026-05-15
1150513,113,2939,永邑-KY,N/A,N/A,N/A,2026-05-15
1150513,113,3004,豐達科,N/A,N/A,N/A,2026-05-15
1150513,113,3005,神基,N/A,N/A,N/A,2026-05-15
1150513,113,3006,晶豪科,N/A,N/A,N/A,2026-05-15
1150513,113,3010,華立,N/A,N/A,N/A,2026-05-15
1150513,113,3011,今皓,0,0.000,0,2026-05-15
1150513,113,3013,晟銘電,N/A,N/A,N/A,2026-05-15
1150513,113,3014,聯陽,N/A,N/A,N/A,2026-05-15
1150513,113,3015,全漢,0,0.000,60,2026-05-15
1150513,113,3016,嘉晶,N/A,N/A,N/A,2026-05-15
1150513,113,3017,奇鋐,N/A,N/A,N/A,2026-05-15
1150513,113,3022,威強電,N/A,N/A,N/A,2026-05-15
1150513,113,3026,禾伸堂,N/A,N/A,N/A,2026-05-15
1150513,113,3027,盛達,N/A,N/A,N/A,2026-05-15
1150513,113,3028,增你強,N/A,N/A,N/A,2026-05-15
1150513,113,3031,佰鴻,0,0.000,N/A,2026-05-15
1150513,113,3033,威健,N/A,N/A,N/A,2026-05-15
1150513,113,3034,聯詠,N/A,N/A,N/A,2026-05-15
1150513,113,3035,智原,0,0.000,N/A,2026-05-15
1150513,113,3040,遠見,N/A,N/A,N/A,2026-05-15
1150513,113,3045,台灣大,N/A,N/A,N/A,2026-05-15
1150513,113,3046,建碁,N/A,N/A,N/A,2026-05-15
1150513,113,3047,訊舟,N/A,N/A,N/A,2026-05-15
1150513,113,3049,精金,N/A,N/A,N/A,2026-05-15
1150513,113,3051,力特,N/A,N/A,N/A,2026-05-15
1150513,113,3056,富華新,N/A,N/A,N/A,2026-05-15
1150513,113,3059,華晶科,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,N/A,N/A,N/A,2026-05-15
1150513,113,3090,日電貿,N/A,N/A,N/A,2026-05-15
1150513,113,3094,聯傑,N/A,N/A,N/A,2026-05-15
1150513,113,3130,一零四,N/A,N/A,N/A,2026-05-15
1150513,113,3149,正達,N/A,N/A,N/A,2026-05-15
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,N/A,2026-05-15
1150513,113,3189,景碩,N/A,N/A,N/A,2026-05-15
1150513,113,3229,晟鈦,N/A,N/A,N/A,2026-05-15
1150513,113,3231,緯創,N/A,N/A,N/A,2026-05-15
1150513,113,3305,昇貿,N/A,N/A,N/A,2026-05-15
1150513,113,3308,聯德,N/A,N/A,N/A,2026-05-15
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-15
1150513,113,3338,泰碩,0,0.000,0,2026-05-15
1150513,113,3346,麗清,N/A,N/A,N/A,2026-05-15
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-15
1150513,113,3380,明泰,N/A,N/A,N/A,2026-05-15
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,N/A,N/A,N/A,2026-05-15
1150513,113,3416,融程電,N/A,N/A,N/A,2026-05-15
1150513,113,3432,台端,N/A,N/A,N/A,2026-05-15
1150513,113,3437,榮創,N/A,N/A,N/A,2026-05-15
1150513,113,3447,展達,N/A,N/A,N/A,2026-05-15
1150513,113,3450,聯鈞,N/A,N/A,N/A,2026-05-15
1150513,113,3501,維熹,N/A,N/A,N/A,2026-05-15
1150513,113,3504,揚明光,N/A,N/A,N/A,2026-05-15
1150513,113,3515,華擎,N/A,N/A,N/A,2026-05-15
1150513,113,3535,晶彩科,0,0.000,0,2026-05-15
1150513,113,3543,州巧,N/A,N/A,N/A,2026-05-15
1150513,113,3545,敦泰,N/A,N/A,N/A,2026-05-15
1150513,113,3563,牧德,0,0.000,0,2026-05-15
1150513,113,3583,辛耘,N/A,N/A,N/A,2026-05-15
1150513,113,3588,通嘉,N/A,N/A,N/A,2026-05-15
1150513,113,3592,瑞鼎,N/A,N/A,N/A,2026-05-15
1150513,113,3596,智易,N/A,N/A,N/A,2026-05-15
1150513,113,3607,谷崧,N/A,N/A,N/A,2026-05-15
1150513,113,3645,達邁,N/A,N/A,N/A,2026-05-15
1150513,113,3652,精聯,N/A,N/A,N/A,2026-05-15
1150513,113,3661,世芯-KY,N/A,N/A,N/A,2026-05-15
1150513,113,3665,貿聯-KY,N/A,N/A,N/A,2026-05-15
1150513,113,3673,TPK-KY,N/A,N/A,N/A,2026-05-15
1150513,113,3679,新至陞,0,0.000,0,2026-05-15
1150513,113,3686,達能,N/A,N/A,N/A,2026-05-15
1150513,113,3694,海華,N/A,N/A,N/A,2026-05-15
1150513,113,3704,合勤控,N/A,N/A,N/A,2026-05-15
1150513,113,3712,永崴投控,N/A,N/A,N/A,2026-05-15
1150513,113,3714,富采,N/A,N/A,N/A,2026-05-15
1150513,113,3715,定穎投控,0,0.000,0,2026-05-15
1150513,113,4142,國光生,0,0.000,0,2026-05-15
1150513,113,4148,全宇生技-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4155,訊映,N/A,N/A,N/A,2026-05-15
1150513,113,4164,承業醫,N/A,N/A,N/A,2026-05-15
1150513,113,4190,佐登-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4306,炎洲,N/A,N/A,N/A,2026-05-15
1150513,113,4414,如興,N/A,N/A,N/A,2026-05-15
1150513,113,4438,廣越,N/A,N/A,N/A,2026-05-15
1150513,113,4439,冠星-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4440,宜新實業,N/A,N/A,N/A,2026-05-15
1150513,113,4526,東台,N/A,N/A,N/A,2026-05-15
1150513,113,4540,全球傳動,0,0.000,0,2026-05-15
1150513,113,4545,銘鈺,N/A,N/A,N/A,2026-05-15
1150513,113,4551,智伸科,N/A,N/A,N/A,2026-05-15
1150513,113,4555,氣立,N/A,N/A,N/A,2026-05-15
